
----------------------header--------------------------
   在 MySql.Data.MySqlClient.MySqlStream.ReadPacket()
   在 MySql.Data.MySqlClient.NativeDriver.GetResult(Int32& affectedRow, Int64& insertedId)
   在 MySql.Data.MySqlClient.Driver.GetResult(Int32 statementId, Int32& affectedRows, Int64& insertedId)
   在 MySql.Data.MySqlClient.Driver.NextResult(Int32 statementId, Boolean force)
   在 MySql.Data.MySqlClient.MySqlDataReader.NextResult()
   在 MySql.Data.MySqlClient.MySqlCommand.ExecuteReader(CommandBehavior behavior)
   在 MySql.Data.MySqlClient.MySqlCommand.ExecuteReader()
   在 MySql.Data.MySqlClient.MySqlCommand.ExecuteNonQuery()
   在 DAL.DB.MysqlDB.ExecuteNonQuery(String commandText, List`1 parameters) 位置 d:\c#_workspace\DAL\DAL\DB\MysqlDB.cs:行号 33
2017-03-01 10:39:39,225 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:39:39,231 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:39:39,233 [7] DEBUG DalLogger - 访问数据库DAL.DAO.Person_RoleDAO
2017-03-01 10:39:39,238 [7] DEBUG DalLogger - 访问数据库DAL.DAO.RoleDAO
2017-03-01 10:39:39,242 [7] DEBUG DalLogger - 访问数据库DAL.DAO.Role_PermissionDAO
2017-03-01 10:39:39,245 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,247 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,248 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,248 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,249 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,250 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,250 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,251 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,252 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,253 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,254 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,255 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,256 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,257 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,258 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,259 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,260 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,260 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,261 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,262 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,262 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
2017-03-01 10:39:39,263 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PermissionDAO
